id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-65,2020-07-10,000001,Vente,12000,,,AUX BRUELLES,B042,01340,01346,Saint-Didier-d'Aussiat,01,,,01346000AR0049,,,,,,,,,,,,,0,,,,,P,prés,,,7760,5.088599,46.301307
2020-65,2020-07-10,000001,Vente,12000,,,AUX BRUELLES,B042,01340,01346,Saint-Didier-d'Aussiat,01,,,01346000AR0050,,,,,,,,,,,,,0,,,,,P,prés,,,2916,5.08917,46.301459
2020-65,2020-07-10,000001,Vente,12000,,,AUX BRUELLES,B042,01340,01346,Saint-Didier-d'Aussiat,01,,,01346000AR0057,,,,,,,,,,,,,0,,,,,P,prés,,,1748,5.090021,46.301366
2020-65,2020-07-10,000001,Vente,12000,,,AUX BRUELLES,B042,01340,01346,Saint-Didier-d'Aussiat,01,,,01346000AR0058,,,,,,,,,,,,,0,,,,,P,prés,,,2528,5.089894,46.301143
2020-66,2020-07-07,000001,Vente,4500,,,AUX PLANCHES,B185,01340,01346,Saint-Didier-d'Aussiat,01,,,01346000AK0031,,,,,,,,,,,,,0,,,,,P,prés,,,10680,5.057076,46.316309
2020-66,2020-07-07,000001,Vente,4500,,,ETANG DU SEUIL,B013,01340,01387,Saint-Sulpice,01,,,013870000A0210,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,7677,5.052937,46.318699
2020-67,2020-07-06,000001,Vente,2674.8,,,PETIT JEAN,B116,01160,01314,Priay,01,,,013140000D1051,,,,,,,,,,,,,0,,,,,T,terres,,,407,5.301604,46.014991
2020-67,2020-07-06,000001,Vente,2674.8,,,PETIT JEAN,B116,01160,01314,Priay,01,,,013140000D1083,,,,,,,,,,,,,0,,,,,T,terres,,,465,5.30141,46.014557
2020-67,2020-07-06,000001,Vente,2674.8,,,PETIT JEAN,B116,01160,01314,Priay,01,,,013140000D1092,,,,,,,,,,,,,0,,,,,P,prés,,,1063,5.301243,46.014088
2020-67,2020-07-06,000001,Vente,2674.8,,,PETIT JEAN,B116,01160,01314,Priay,01,,,013140000D1098,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,690,5.300411,46.013796
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1117,,,,,,,,,,,,,0,,,,,P,prés,,,491,5.300802,46.013324
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1120,,,,,,,,,,,,,0,,,,,VI,vignes,,,720,5.300984,46.013637
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1121,,,,,,,,,,,,,0,,,,,P,prés,,,470,5.301583,46.013316
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1126,,,,,,,,,,,,,0,,,,,VI,vignes,,,315,5.30175,46.013566
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1131,,,,,,,,,,,,,0,,,,,S,sols,,,15,5.301727,46.014153
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1135,,,,,,,,,,,,,0,,,,,P,prés,,,1095,5.302876,46.01438
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1136,,,,,,,,,,,,,0,,,,,P,prés,,,1090,5.302955,46.014327
2020-67,2020-07-06,000001,Vente,2674.8,,,LA CHANTOSIERE,B035,01160,01314,Priay,01,,,013140000D1144,,,,,,,,,,,,,0,,,,,T,terres,,,1390,5.304074,46.013064
2020-67,2020-07-06,000001,Vente,2674.8,,,LE SABLON,B150,01160,01314,Priay,01,,,013140000D1152,,,,,,,,,,,,,0,,,,,T,terres,,,705,5.302737,46.012152
2020-68,2020-07-06,000001,Vente,1523.7,,,LA FORTILLIERE,B078,01160,01314,Priay,01,,,013140000D0737,,,,,,,,,,,,,0,,,,,VI,vignes,,,454,5.298772,46.015641
2020-68,2020-07-06,000001,Vente,1523.7,,,LA FORTILLIERE,B078,01160,01314,Priay,01,,,013140000D0743,,,,,,,,,,,,,0,,,,,P,prés,,,4625,5.299225,46.016158
2020-69,2020-07-03,000001,Vente,180000,1337,,RTE DE PONT D AIN,0001,01160,01273,Neuville-sur-Ain,01,,,012730000E2010,,,,,,,,,,,,,0,1,Maison,96,5,S,sols,,,801,5.371457,46.062776
