"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"TYPE_DAU";"NUM_DAU";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DR_DEPOT";"DPC_AUT";"DPC_DOC";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP";"NATURE_PROJET_DECLAREE";"NATURE_PROJET_COMPLETEE";"DESTINATION_PRINCIPALE";"TYPE_TRANSFO_PRINCIPAL";"TYPE_PRINCIP_LOCAUX_TRANSFORMES";"I_EXTENSION";"I_SURELEVATION";"I_NIVSUPP";"NB_NIV_MAX";"NB_CHAMBRES";"SURF_HAB_AVANT";"SURF_HAB_CREEE";"SURF_HAB_ISSUE_TRANSFO";"SURF_HAB_DEMOLIE";"SURF_HAB_TRANSFORMEE";"SURF_LOC_AVANT";"SURF_LOC_CREEE";"SURF_LOC_ISSUE_TRANSFO";"SURF_LOC_DEMOLIE";"SURF_LOC_TRANSFORMEE";"SURF_AUTR_AVANT";"SURF_AUTR_CREEE";"SURF_AUTR_ISSUE_TRANSFO";"SURF_AUTR_DEMOLIE";"SURF_AUTR_TRANSFORMEE";"SURF_COM_AVANT";"SURF_COM_CREEE";"SURF_COM_ISSUE_TRANSFO";"SURF_COM_DEMOLIE";"SURF_COM_TRANSFORMEE";"SURF_AGR_AVANT";"SURF_AGR_CREEE";"SURF_AGR_ISSUE_TRANSFO";"SURF_AGR_DEMOLIE";"SURF_AGR_TRANSFORMEE";"SURF_PUB_AVANT";"SURF_PUB_CREEE";"SURF_PUB_ISSUE_TRANSFO";"SURF_PUB_DEMOLIE";"SURF_PUB_TRANSFORMEE";"TYPE_SERVICE_PUBLIC"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100416A1082";2;"2017-03-31";;;2016;;"2017-03";;"2017-03";"68.20B";6599;"FONCIERE CHABRIERES";"344092341";"34409234100017";"75015";"PARIS";"false";;"CENTRE COMMERCIAL DE L'AVI";"LIEU-DIT """"LE TERREAU""""";"AMBERIEU-EN-BUGEY";"01 50";"AC";"800";;;;;34516;4;2;5;4;;;"false";"false";"false";0;0;0;0;0;0;0;3108;20;0;0;0;0;0;0;0;0;3108;20;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1002";4;"2017-11-16";;;2017;;"2019-11";;"2019-11";;;;;;"01 50";"AMBERIEU-EN-BUGEY";"false";;"RUE EMILE BRAVET";;"AMBERIEU-EN-BUGEY";"01 50";"BT";"216";"BS";"257";"BS";"254";4666;4;1;1;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;5489;0;0;0;0;3892;0;0;0;0;1597;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1004";2;"2017-05-31";;;2017;;"2017-05";;"2017-05";"84.11Z";7230;"REGION RHONE ALPES";"236900015";"23690001500033";"69269";"LYON CEDEX 02";"false";;"AVENU LEON BLUM";;"AMBERIEU-EN-BUGEY";"01500";"AM";"269";;;;;40900;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;0;0;0;2
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1010";6;"2017-08-04";"2018-01-04";"2018-10-18";2017;;"2017-08";"2021-01";"2021-01";"84.11Z";7210;"COMMUNE D AMBERIEU-EN-BUGEY";"210100046";"21010004600015";"01 50";"AMBERIEU-EN-BUGEY";"false";;"8B ET 10 RUE AMEDEE BONN";;"AMBERIEU-EN-BUGEY";"01500";"BD";"45";"BD";"46";"BD";"47";381;4;2;5;9;;;"false";"false";"false";0;0;0;0;0;0;0;785;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;785;88;0;0;0;6
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1013";4;"2017-07-11";;;2017;;"2018-11";;"2018-11";;;;;;"01500";"AMBERIEU-EN-BUGEY";"false";"194";"RUE ALEXANDRE BERARD";;"AMBERIEU-EN-BUGEY";"01500";"AT";"923";"AT";"922";;;522;4;1;1;4;;;"false";"false";"false";0;0;163;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1021";5;"2017-05-31";"2019-02-11";;2017;;"2017-05";"2019-03";"2019-03";"61.20Z";5710;"T D F";"342404399";"34240439903453";"01 39";"TRAMOYES";"false";;"LIEU- """"AUX AREINES""""";;"AMBERIEU-EN-BUGEY";"01 50";"BH";"656";"BH";"562";"BH";"541";396;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;5
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1023";6;"2017-09-14";"2018-01-15";"2019-03-04";2017;;"2017-09";"2018-03";"2021-01";"84.11Z";7210;"COMMUNE D AMBERIEU-EN-BUGEY";"210100046";"21010004600015";"01 50";"AMBERIEU-EN-BUGEY";"false";;"RUE DU CLOS LEBRETON";;"AMBERIEU-EN-BUGEY";"01 50";"AO";"353";"AO";"957";"AO";"967";3806;4;2;5;9;;;"true";"false";"false";0;0;0;0;0;0;0;838;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;251;0;0;0;4
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1059";5;"2018-01-17";"2018-08-01";;2017;;"2018-01";"2018-09";"2018-09";"56.10A";5710;"THE SPIRIT";"515391423";"51539142300024";"01500";"AMBERIEU EN BUGEY";"false";;"ZAC DE L'AVIATION";;"AMBERIEU-EN-BUGEY";"01500";"AC";"800";;;;;34516;4;2;5;4;;;"false";"false";"false";0;0;0;0;0;0;0;295;102;0;0;0;0;0;0;0;0;295;102;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1071";6;"2017-12-29";"2018-07-09";"2020-01-13";2017;;"2017-12";"2020-02";"2020-11";"68.20B";5499;"SARL BONLIEU";"831424726";"83142472600014";"01 50";"AMBERIEU-EN-BUGEY";"false";;"RUE EMILE BRAVET";;"AMBERIEU-EN-BUGEY";"01 50";"BS";"257";;;;;2289;4;1;1;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;1812;0;0;0;0;1812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1072";4;"2018-01-18";;;2017;;"2018-01";;"2018-01";;;;;;"01500";"AMBERIEU EN BUGEY";"false";;"ZA EN POINT BOEUF";"RUE DES FRERES CACCINI";"AMBERIEU-EN-BUGEY";"01500";"AB";"542";"AB";"541";;;5000;4;1;1;3;;;"false";"false";"false";0;0;158;0;0;0;0;733;450;0;0;0;733;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1085";6;"2018-05-16";"2018-11-16";"2019-12-02";2017;;"2018-06";"2020-06";"2020-06";"68.20A";6540;"SCI MISTRALE";"411977150";"41197715000019";"01 50";"AMBERIEU-EN-BUGEY";"false";;"MARCEL PAUL";"LIEU-DIT   """"TRIANGLE D'ACCTIVITES""""";"AMBERIEU-EN-BUGEY";"01 50";"AM";"441";"AM";"422";;;379;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;4934;1168;0;0;0;4934;1168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100417A1086";2;"2018-03-23";;;2017;;"2018-03";;"2018-03";;;;;;"01 10";"MARTIGNAT";"false";"806";"AVENU LEON BLUM";;"AMBERIEU-EN-BUGEY";"01 50";"AK";"201";;;;;1500;4;2;2;4;4;4;"false";"false";"false";0;0;0;0;0;0;0;600;0;600;0;600;0;0;0;0;0;600;0;600;0;600;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1007";6;"2018-08-27";"2019-04-27";"2020-09-30";2018;;"2018-09";"2021-06";"2021-06";"68.10Z";5499;"DLC";"482210846";"48221084600010";"73 42";"VIVIER DU LAC";"false";"37";"AVENU DE LA LIBERATION";;"AMBERIEU-EN-BUGEY";"01500";"AH";"640";"AH";"180";;;10468;4;1;1;4;;;"false";"false";"false";0;0;0;0;0;0;0;3205;1135;0;0;0;0;0;0;0;0;3205;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1008";6;"2018-05-04";"2018-05-04";"2018-07-01";2018;;"2018-06";"2018-07";"2018-07";"70.10Z";5710;"LES TRIPLETTES SOCIAL CLUB";"831224506";"83122450600012";"01500";"AMBRONAY";"false";"45";"RUE DES FRERES SALVEZ";"LIEU-DIT   """"LE POINT BOEUF""""";"AMBERIEU-EN-BUGEY";"01 50";"AB";"633";"AB";"634";"AB";"642";1538;4;2;6;4;;;"false";"false";"false";0;0;0;0;0;0;0;317;42;0;70;0;0;0;0;0;0;317;42;0;70;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1015";5;"2018-06-07";"2018-10-01";;2018;;"2018-07";"2018-10";"2018-10";;;;;;"01 16";"NEUVILLE SUR AIN";"false";"1";"RUE HENRI DUNANT";;"AMBERIEU-EN-BUGEY";"01 50";"AP";"576";"AP";"148";;;539;4;1;1;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;304;0;0;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1024";6;"2018-09-18";"2019-06-18";"2021-02-01";2018;;"2018-09";"2021-03";"2021-03";"68.20B";6540;"JOLINA";"832422398";"83242239800012";"01 50";"AMBERIEU-EN-BUGEY";"false";"12";"RUE DU MARQUIS ALBERT DE DION";;"AMBERIEU-EN-BUGEY";"01500";"AK";"417";"AK";"415";;;1855;4;2;5;4;;;"false";"false";"false";0;0;0;0;0;0;0;710;161;0;0;0;0;0;0;0;0;710;161;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1032";5;"2018-09-21";"2019-02-05";;2018;;"2018-09";"2019-03";"2019-03";"84.11Z";7346;"CTE DE COMMUNES DE LA PLAINE DE L'AIN";"240100883";"24010088300018";"01150";"CHAZEY-SUR-AIN";"false";;"AVENU LEON BLUM";;"AMBERIEU-EN-BUGEY";"01 50";"AM";"344";"AM";"230";"AM";"269";47683;4;2;5;9;;;"false";"false";"false";0;0;0;0;0;0;0;1678;3040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1678;3040;0;0;0;6
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1040";2;"2018-12-06";;;2018;;"2019-11";;"2019-11";"85.32Z";9220;"CTRE CONSULAIRE FORMATION PROFESSION AIN";"309576395";"30957639500037";"01500";"AMBERIEU EN BUGEY";"false";"54";"AVENUE DE LA LIBERATION";;"AMBERIEU-EN-BUGEY";"01 50";"AL";"452";;;;;20746;4;2;2;9;4;9;"false";"false";"false";0;0;0;0;0;0;0;7065;0;7065;0;7065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7065;0;7065;0;7065;2
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100418A1059";2;"2019-03-22";;;2018;;"2019-03";;"2019-03";;;;;;"01 50";"AMBERIEU-EN-BUGEY";"false";;"RUE RENE CACCINI  'ZA EN POIN";;"AMBERIEU-EN-BUGEY";"01 50";"AB";"541";"AB";"542";;;5000;4;1;1;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;383;0;0;0;0;383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1002";6;"2019-07-10";"2019-11-04";"2021-07-08";2019;;"2019-07";"2019-11";"2021-08";"68.10Z";5710;"COFA";"533233581";"53323358100016";"01 15";"LAGNIEU";"false";;"AVENU ROGER VAILLAND";;"AMBERIEU-EN-BUGEY";"01 50";"AW";"1281";;;;;5420;4;2;3;4;4;4;"true";"false";"false";0;0;0;0;0;0;0;1667;551;137;0;137;0;0;0;0;0;1667;551;137;0;137;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1003";5;"2019-06-04";"2019-07-03";;2019;"2019-07-03";"2019-05";"2019-08";"2019-08";"68.20A";4140;"DYNACITE OFFICE PUBLIC DE L'HABITAT DE L'AIN";"779306471";"77930647100037";"01 01";"BOURG-EN-BRESSE";"false";"6";"RUE HENRI JACQUINOD";;"AMBERIEU-EN-BUGEY";"01 50";"AO";"888";;;;;597;4;1;1;1;;;"false";"false";"false";0;0;0;1285;0;0;0;240;480;0;240;0;240;132;0;240;0;0;0;0;0;0;0;0;0;0;0;0;348;0;0;0;5
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1027";5;"2019-11-29";"2022-11-03";;2019;;"2019-11";"2022-11";"2022-11";"10.11Z";5710;"CENTRE VIANDES BEAUVALLET FILS";"086780202";"08678020200031";"01 50";"AMBERIEU-EN-BUGEY";"false";"659";"AVENU LEON BLUM";;"AMBERIEU-EN-BUGEY";"01 50";"AK";"260";"AK";"423";"AK";"425";8422;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;3095;2125;0;693;0;3095;2125;0;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1032";5;"2019-12-09";"2020-01-07";;2019;;"2019-12";"2020-02";"2020-02";;;;;;"01 50";"AMBERIEU-EN-BUGEY";"false";"18";"RUE AGUETANT";;"AMBERIEU-EN-BUGEY";"01 50";"AO";"111";"AO";"112";;;4118;4;2;3;1;3;1;"false";"false";"false";0;0;319;0;0;0;319;0;28;319;0;0;0;28;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1033";2;"2019-11-29";;;2019;;"2019-11";;"2019-11";;;;;;"69 30";"CALUIRE ET CUIRE";"false";"18";"RUE DU PROFESSEUR LUC MONTAGNI";"EN PRAGNAT NORD";"AMBERIEU-EN-BUGEY";"01 50";"AR";"532";;;;;1500;4;1;1;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;528;0;0;0;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1036";4;"2019-08-16";;;2019;"2019-01-01";"2019-08";;"2019-08";;;;;;"01 50";"AMBERIEU-EN-BUGEY";"false";"19";"AVENU DE LA LIBERATION";;"AMBERIEU-EN-BUGEY";"01 50";"AH";"594";;;;;448;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;0;33;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1038";2;"2019-11-29";;;2019;;"2019-12";;"2019-12";"84.11Z";7230;"REGION AUVERGNE-RHONE-ALPES";"200053767";"20005376700014";"69 26";"LYON CEDEX 02";"false";;"AVENU LEON BLUM";"LYCEE DE LA PLAINE DE L'AIN";"AMBERIEU-EN-BUGEY";"01 50";"AM";"450";;;;;33737;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;0;492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;0;0;5
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1042";2;"2019-09-27";;;2019;;"2020-09";;"2020-09";"88.99B";9220;"LA RENOVERIE";"840974703";"84097470300018";"01500";"AMBERIEU-EN-BUGEY";"false";"85";"AVENU DE LA LIBERATION";;"AMBERIEU-EN-BUGEY";"01500";"AD";"436";;;;;3000;4;2;2;4;4;4;"false";"false";"false";0;0;0;0;0;0;0;988;0;988;0;988;0;0;0;0;0;988;0;0;0;988;0;0;0;0;0;0;0;988;0;0;5
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1057";5;"2020-03-09";"2020-08-01";;2019;;"2020-03";"2020-10";"2020-10";"70.10Z";5710;"HOPITAL PRIVE D'AMBERIEU";"811571447";"81157144700010";"01 50";"AMBERIEU-EN-BUGEY";"false";;"ZA EN PRAGNAT NORD";;"AMBERIEU-EN-BUGEY";"01 50";"AR";"374";"AR";"201";;;30000;4;2;5;9;;;"true";"false";"false";0;0;0;0;0;0;0;11014;1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11014;1651;0;0;0;3
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1058";6;"2020-04-10";"2021-11-30";"2024-02-26";2019;"2021-11-30";"2020-06";"2021-12";"2024-12";"41.10A";5499;"CEDDIA PROMOTION";"539092346";;"69330";"MEYZIEU";"false";"79";"RUE ALEXANDRE BERARD";;"AMBERIEU-EN-BUGEY";"01 50";"AO";"27";"AO";"26";"AO";"25";1831;4;2;5;1;;;"true";"false";"false";0;0;350;2604;0;350;0;35;126;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1059";5;"2020-03-04";"2021-05-03";;2019;;"2020-03";"2021-08";"2021-08";"68.31Z";5499;"SARL AVIAFRE";"903999597";"90399959700011";"01500";"AMBERIEU-EN-BUGEY";"false";"10";"RUE DES FRERES SALVEZ";;"AMBERIEU-EN-BUGEY";"01 50";"AB";"575";"AB";"526";"AB";"525";5259;4;1;1;4;;;"false";"false";"false";0;0;0;0;0;0;0;466;1750;0;466;0;0;0;0;0;0;466;1750;0;466;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100419A1061";5;"2020-03-12";"2020-06-01";;2019;"2019-01-01";"2020-03";"2021-01";"2021-01";;;;;;"01500";"AMBERIEU-EN-BUGEY";"false";"43";"AVENU PAUL PAINLEVE";;"AMBERIEU-EN-BUGEY";"01 50";"BT";"49";"BT";"310";;;1266;4;1;1;3;;;"false";"false";"false";0;0;112;0;0;0;0;0;96;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1009";2;"2020-10-05";;;2020;;"2020-10";;"2020-10";"85.32Z";7331;"LYCEE PROFESSIONNEL ALEXANDRE BERARD - LYCEE DES METIERS DE LA PLAINE DE L'AIN ET DU BUGEY";"190100016";"19010001600012";"01500";"AMBERIEU-EN-BUGEY";"false";"223";"RUE ALEXANDRE BERARD";;"AMBERIEU-EN-BUGEY";"01500";"AB";"272";"AB";"271";"AB";"537";70900;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;13541;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13541;50;0;0;0;2
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1015";5;"2020-05-29";"2021-01-04";;2020;;"2020-05";"2021-03";"2021-03";"84.12Z";7353;"SYNDICAT DES EAUX DE LA REGION D'AMBERIEU";"250101839";"25010183900042";"01500";"AMBERIEU-EN-BUGEY";"false";;"RUE HENRI DUNANT";"LA COMBETTE NORD";"AMBERIEU-EN-BUGEY";"01 50";"AP";"898";"AP";"899";;;1000;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;0;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;0;0;0;5
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1026";2;"2020-11-17";;;2020;;"2020-11";;"2020-11";"84.11Z";7230;"REGION AUVERGNE-RHONE-ALPES";"200053767";"20005376700014";"69269";"LYON";"false";"223";"RUE ALEXANDRE BERARD";"LIEU-DIT 'EN MARMORAIN'";"AMBERIEU-EN-BUGEY";"01500";"AB";"274";"AB";"273";"AB";"272";68943;4;1;1;9;;;"false";"false";"false";0;0;0;0;0;0;0;24782;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24782;301;0;0;0;2
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1046";2;"2021-01-19";;;2020;;"2021-01";;"2021-01";"68.20B";6599;"ZEPHYR";"879051845";"87905184500011";"01500";"AMBERIEU-EN-BUGEY";"false";;"ZONE D'ACTIVITES DU TRIAN";"RUE ANDRE CITROEN";"AMBERIEU-EN-BUGEY";"01 50";"AK";"354";"AK";"428";"AK";"491";14344;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;3476;46;0;0;0;3476;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1048";6;"2021-03-05";"2021-04-23";"2021-08-31";2020;;"2021-03";"2021-11";"2021-11";"43.32B";5499;"SARL BAYARD";"434481370";"43448137000030";"01500";"CHATEAU-GAILLARD";"false";;"RUE MARCEL PAUL";;"AMBERIEU-EN-BUGEY";"01 50";"AM";"320";"AM";"301";"AM";"299";3961;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;2069;66;0;0;0;2069;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100420A1054";2;"2021-02-12";;;2020;;"2021-02";;"2021-02";"43.22B";5710;"ETS SERVIGNAT";"545820094";"54582009400039";"01 50";"AMBERIEU-EN-BUGEY";"false";"930";"RUE LEON BLUM";;"AMBERIEU-EN-BUGEY";"01 50";"AK";"319";;;;;2926;4;2;3;4;4;4;"false";"false";"false";0;0;0;0;0;0;0;1118;80;172;8;172;295;0;172;8;0;823;80;0;0;172;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1010";6;"2021-06-01";"2021-08-02";"2021-09-30";2021;;"2021-05";"2022-04";"2022-04";"68.20B";6599;"BUG";"489562371";"48956237100018";"01350";"ANGLEFORT";"false";;"ZA EN POINT BOEUF";;"AMBERIEU-EN-BUGEY";"01 50";"AB";"555";;;;;5791;4;2;5;3;;;"false";"false";"false";0;0;0;0;0;0;0;395;282;0;0;0;395;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1011";4;"2021-08-23";;;2021;;"2021-08";;"2021-08";"68.20B";6540;"SAINT EX";"451784144";"45178414400029";"26600";"CROZES-HERMITAGE";"false";;"LIEU- LE MARAIS";;"AMBERIEU-EN-BUGEY";"01 50";"AC";"808";"AC";"340";"AC";"341";70937;4;2;5;4;;;"false";"false";"false";0;0;0;0;0;0;0;8513;1972;0;0;0;0;0;0;0;0;8513;1972;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1023";5;"2021-10-19";"2022-10-03";;2021;;"2022-10";"2022-10";"2022-10";"70.22Z";5710;"BURGER KING CONSTRUCTION";"808540355";"80854035500035";"92110";"CLICHY";"false";;"RUE ALEXANDRE BERARD";;"AMBERIEU-EN-BUGEY";"01 50";"AR";"476";"AR";"151";"AR";"152";4968;4;2;6;4;;;"false";"false";"true";0;0;0;0;0;0;0;1597;481;0;1597;0;0;0;0;0;0;1597;481;0;1597;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1030";6;"2021-08-10";"2021-10-25";"2022-06-30";2021;;"2021-08";"2022-05";"2022-12";"68.20A";5515;"SEM DE CONSTRUCTION DU DPT DE L AIN";"759200751";"75920075100130";"01000";"BOURG-EN-BRESSE";"false";"476";"AVENU LEON BLUM";;"AMBERIEU-EN-BUGEY";"01 50";"AM";"397";"AM";"453";"AM";"361";46379;4;2;5;9;;;"true";"false";"false";0;0;0;0;0;0;0;12390;5681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12390;5681;0;0;0;2
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1031";2;"2021-09-14";;;2021;;"2021-09";;"2021-09";"68.20B";6540;"SCI HONORE DE BALZAC";"318133204";"31813320400038";"01 50";"AMBERIEU-EN-BUGEY";"false";"65";"AVENU DE LA LIBERATION";;"AMBERIEU-EN-BUGEY";"01 50";"AE";"324";"AE";"323";"AE";"322";2971;4;2;5;4;;;"false";"false";"false";0;0;0;0;0;0;0;210;49;0;0;0;0;0;0;0;0;210;49;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1035";2;"2021-08-23";;;2021;"2023-03-07";"2021-08";;"2021-08";"41.10D";6541;"AMBERIEU 01 SEMARD";"989496435";"98949643500011";"69003";"LYON";"false";;"PLACE PIERRE SEMARD";;"AMBERIEU-EN-BUGEY";"01500";"BS";"352";"BS";"134";"BS";"133";2214;4;1;1;1;;;"false";"false";"false";0;0;466;5491;0;466;0;619;416;0;619;0;0;0;0;0;0;519;416;0;519;0;0;0;0;0;0;100;0;0;100;0;7
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"01004";"PC";"00100421A1038";2;"2021-09-14";;;2021;;"2021-09";;"2021-09";"70.10Z";6540;"FREGIMMO";"850443896";"85044389600012";"01 50";"ABERIEU-EN-BUGEY";"false";"67";"RUE ALEXANDRE BERARD";;"AMBERIEU-EN-BUGEY";"01 50";"AO";"138";;;;;172;4;2;2;9;4;9;"false";"false";"false";0;0;0;0;0;0;0;223;0;223;0;223;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;223;0;0;0;223;7
